458895031	20140818	201408	2014	2014.6247											EDU	STUDENT						EDU			1	020	020	02	1	3.0	10	1	10	4.47035957240039	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20150818230000	http://www.recorder.com/home/18155070-95/puramy-turn-our-people-centric-approach-at-gcc
458895032	20140818	201408	2014	2014.6247											IGOSAFSAD	SADC	SAF	SAD				IGO			0	036	036	03	1	4.0	16	2	16	3.10380901489437	0								4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	20150818230000	http://www.thezimbabwedaily.com/zimbabwe/34532-president-returns-from-sadc-summit.html
458895033	20140818	201408	2014	2014.6247											JUD	HIGH COURT						JUD			1	010	010	01	1	0.0	6	1	6	-6.13861386138614	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20150818230000	http://www.mcall.com/news/nationworld/pennsylvania/mc-kathleen-kane-porn-emails-20150818-story.html
458895034	20140818	201408	2014	2014.6247											NZL	NEW ZEALAND	NZL								0	043	043	04	1	2.8	10	1	10	-7.93103448275862	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20150818230000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11499577
458895035	20140818	201408	2014	2014.6247											NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	6	1	6	-8.62745098039215	0								1	New Zealand	NZ	NZ		-41	174	NZ	1	New Zealand	NZ	NZ		-41	174	NZ	20150818230000	http://www.3news.co.nz/nznews/michael-heron-living-near-christchurch-children-2015081910
458895036	20140818	201408	2014	2014.6247	EGY	EGYPT	EGY								ZWE	HARARE	ZWE								0	160	160	16	4	-4.0	5	1	5	2.93255131964809	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20150818230000	http://www.herald.co.zw/egyptian-envoy-bids-farewell/
458895037	20140818	201408	2014	2014.6247	EGY	EGYPT	EGY								ZWE	ZIMBABWE	ZWE								0	160	160	16	4	-4.0	2	1	2	2.93255131964809	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20150818230000	http://www.herald.co.zw/egyptian-envoy-bids-farewell/
458895038	20140818	201408	2014	2014.6247	EGY	EGYPT	EGY								ZWE	ZIMBABWE	ZWE								0	160	160	16	4	-4.0	1	1	1	2.93255131964809	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20150818230000	http://www.herald.co.zw/egyptian-envoy-bids-farewell/
458895039	20140818	201408	2014	2014.6247	IGOSAFSAD	SADC	SAF	SAD				IGO													0	012	012	01	1	-0.4	14	2	14	3.10380901489437	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20150818230000	http://www.thezimbabwedaily.com/zimbabwe/34532-president-returns-from-sadc-summit.html
458895040	20140818	201408	2014	2014.6247	IGOSAFSAD	SADC	SAF	SAD				IGO													0	012	012	01	1	-0.4	2	2	2	3.10380901489437	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	0								4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	20150818230000	http://www.thezimbabwedaily.com/zimbabwe/34532-president-returns-from-sadc-summit.html
