691054933	20160919	201609	2016	2016.7096											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-5.04201680672269	0								3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20170919230000	http://chicagoist.com/2017/09/19/man_arrested_for_burning_flag_gets.php
691054934	20160919	201609	2016	2016.7096	BUS	AIRLINE						BUS													1	060	060	06	2	6.0	10	1	10	0.444444444444445	3	Colorado Springs, Colorado, United States	US	USCO	CO041	38.8339	-104.821	204797	0								3	Colorado Springs, Colorado, United States	US	USCO		38.8339	-104.821	204797	20170919230000	http://www.kktv.com/content/news/Frontier-adds-4-new-flights-at-Colorado-Springs-Airport-445851253.html
691054935	20160919	201609	2016	2016.7096	FJI	FIJI	FJI																		1	013	013	01	1	0.4	4	1	4	-1.28205128205128	4	Lautoka, Western, Fiji	FJ	FJ05	40204	-17.6167	177.467	-1188543	0								4	Lautoka, Western, Fiji	FJ	FJ05	40204	-17.6167	177.467	-1188543	20170919230000	http://www.fijitimes.com/story.aspx?id=417057
691054936	20160919	201609	2016	2016.7096	USA	MAINE	USA																		1	015	015	01	1	0.0	6	1	6	-11.5384615384615	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20170919230000	http://www.timescolonist.com/ivory-dealer-goes-undercover-to-help-bust-canadian-wildlife-smuggler-1.22842075
691054937	20160919	201609	2016	2016.7096	USA	ILLINOIS	USA																		1	145	145	14	3	-7.5	10	1	10	-5.04201680672269	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								3	Urbana, Illinois, United States	US	USIL	IL019	40.1106	-88.2073	420182	20170919230000	http://chicagoist.com/2017/09/19/man_arrested_for_burning_flag_gets.php
691054938	20160919	201609	2016	2016.7096	USA	ILLINOIS	USA								COP	POLICE						COP			1	071	071	07	2	7.4	2	1	2	-5.04201680672269	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20170919230000	http://chicagoist.com/2017/09/19/man_arrested_for_burning_flag_gets.php
691054939	20160919	201609	2016	2016.7096	USA	ILLINOIS	USA								USACOP	UNITED STATES	USA					COP			1	071	071	07	2	7.4	8	1	8	-5.04201680672269	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20170919230000	http://chicagoist.com/2017/09/19/man_arrested_for_burning_flag_gets.php
691054940	20170820	201708	2017	2017.6301											AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	10	1	10	-11.9883040935673	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20170919230000	http://www.breitbart.com/london/2017/09/19/two-afghans-arrested-raping-16-year-old-germany/
691054941	20170820	201708	2017	2017.6301											MIL	AIRMAN						MIL			0	043	043	04	1	2.8	3	1	3	0.40927694406548	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20170919230000	http://www.military.com/daily-news/2017/09/19/1-woman-currently-air-force-specops-training-general.html
691054942	20170820	201708	2017	2017.6301	AFGGOV	AFGHANISTAN	AFG					GOV													1	110	110	11	3	-2.0	1	1	1	-1.68047337278107	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20170919230000	http://www.breitbart.com/big-government/2017/09/19/virgil-america-first-or-america-last-trump-abandons-campaign-promise-to-sacrifice-more-americans-to-the-afghanistan-meat-grinder/
