656953736	20160518	201605	2016	2016.3781											USA	UNITED STATES	USA								0	061	061	06	2	6.4	10	1	10	1.51745068285281	0								3	Central Terminal, New York, United States	US	USNY		42.8897	-78.83	2703243	3	Central Terminal, New York, United States	US	USNY		42.8897	-78.83	2703243	20170518230000	http://buffalonews.com/2017/05/18/editorial-central-terminal-right-cut-ties-developer-seek-expert-input/
656953737	20160518	201605	2016	2016.3781	CHR	DIOCESE				CHR															1	115	115	11	3	-2.0	10	1	10	-5.38116591928252	0								0								0								20170518230000	http://www.wearecentralpa.com/news/no-ruling-made-on-lawsuit-against-diocese/716671787
656953738	20160518	201605	2016	2016.3781	CHRCTH	THE POPE				CHR	CTH				POL	POLAND	POL								1	043	043	04	1	2.8	1	1	1	3.16831683168317	4	Jasna Gora, Dolnoslaskie, Poland	PL	PL72	16560	50.8713	14.9596	-505393	4	Jasna Gora, Dolnoslaskie, Poland	PL	PL72	16560	50.8713	14.9596	-505393	4	Jasna Gora, Dolnoslaskie, Poland	PL	PL72	16560	50.8713	14.9596	-505393	20170518230000	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=38&ArticleID=33514
656953739	20160518	201605	2016	2016.3781	CHRCTH	THE POPE				CHR	CTH				POL	POLAND	POL								1	043	043	04	1	2.8	1	1	1	3.16831683168317	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	4	Jasna Gora, Dolnoslaskie, Poland	PL	PL72	16560	50.8713	14.9596	-505393	4	Jasna Gora, Dolnoslaskie, Poland	PL	PL72	16560	50.8713	14.9596	-505393	20170518230000	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=38&ArticleID=33514
656953740	20160518	201605	2016	2016.3781	COP	POLICE						COP													1	172	172	17	4	-5.0	4	1	4	-3.54838709677419	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20170518230000	http://www.deccanchronicle.com/nation/crime/190517/chennai-rs-45-crore-old-notes-seized.html
656953741	20160518	201605	2016	2016.3781	GBR	WALES	GBR																		0	010	010	01	1	0.0	3	1	3	-2.90697674418604	1	Vietnam, Republic Of	VM	VM		16	106	VM	0								1	Indonesia	ID	ID		-5	120	ID	20170518230000	https://www.thestar.com/business/2017/05/18/eu-fines-facebook-over-whatsapp-acquisition.html
656953742	20160518	201605	2016	2016.3781	GBR	WALES	GBR								THA	THAILAND	THA								0	010	010	01	1	0.0	1	1	1	-2.90697674418604	1	Vietnam, Republic Of	VM	VM		16	106	VM	1	Vietnam, Republic Of	VM	VM		16	106	VM	1	Indonesia	ID	ID		-5	120	ID	20170518230000	https://www.thestar.com/business/2017/05/18/eu-fines-facebook-over-whatsapp-acquisition.html
656953743	20160518	201605	2016	2016.3781	HLH	DOCTOR						HLH													1	070	070	07	2	7.0	6	1	6	1.48514851485149	1	Fiji	FJ	FJ		-18	179.7	FJ	0								1	Fiji	FJ	FJ		-18	179.7	FJ	20170518230000	http://fijivillage.com/news/No-deductions-by-Draunidalo-rk925s
656953744	20160518	201605	2016	2016.3781	IND	CHENNAI	IND								COP	POLICE						COP			1	172	172	17	4	-5.0	4	1	4	-3.54838709677419	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20170518230000	http://www.deccanchronicle.com/nation/crime/190517/chennai-rs-45-crore-old-notes-seized.html
656953745	20160518	201605	2016	2016.3781	INDCOP	CHENNAI	IND					COP													1	172	172	17	4	-5.0	2	1	2	-3.54838709677419	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20170518230000	http://www.deccanchronicle.com/nation/crime/190517/chennai-rs-45-crore-old-notes-seized.html
656953746	20160518	201605	2016	2016.3781	MIL	MILITARY						MIL			PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	1	1	1	-2.15613382899628	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20170518230000	http://indianexpress.com/article/india/kulbhushan-jadhav-icj-hearing-stay-death-sentence-pakistan-execution-4662951/
656953747	20160518	201605	2016	2016.3781	MIL	MILITARY						MIL			PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	1	1	1	-2.15613382899628	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20170518230000	http://indianexpress.com/article/india/kulbhushan-jadhav-icj-hearing-stay-death-sentence-pakistan-execution-4662951/
656953748	20160518	201605	2016	2016.3781	MIL	MILITARY						MIL			PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	3	1	3	-2.15613382899628	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20170518230000	http://indianexpress.com/article/india/kulbhushan-jadhav-icj-hearing-stay-death-sentence-pakistan-execution-4662951/
656953749	20160518	201605	2016	2016.3781	POL	POLAND	POL								CHRCTH	THE POPE				CHR	CTH				1	042	042	04	1	1.9	2	1	2	3.16831683168317	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20170518230000	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=38&ArticleID=33514
656953750	20160518	201605	2016	2016.3781	PRK	NORTH KOREA	PRK								IGOUNO	UNITED NATIONS		UNO				IGO			0	172	172	17	4	-5.0	20	1	20	-1.17924528301887	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20170518230000	http://in.newshub.org/north-korea-s-latest-missile-launch-suggest-progress-towards-icbm-experts-26381590.html
656953751	20160518	201605	2016	2016.3781	THA	THAILAND	THA																		0	010	010	01	1	0.0	1	1	1	-2.90697674418604	1	Vietnam, Republic Of	VM	VM		16	106	VM	0								1	Vietnam, Republic Of	VM	VM		16	106	VM	20170518230000	https://www.thestar.com/business/2017/05/18/eu-fines-facebook-over-whatsapp-acquisition.html
656953752	20160518	201605	2016	2016.3781	USA	UNITED STATES	USA																		0	061	061	06	2	6.4	10	1	10	1.51745068285281	3	Niagara Falls, New York, United States	US	USNY	NY063	43.0945	-79.0567	970406	0								3	Niagara Falls, New York, United States	US	USNY		43.0945	-79.0567	970406	20170518230000	http://buffalonews.com/2017/05/18/editorial-central-terminal-right-cut-ties-developer-seek-expert-input/
656953753	20170418	201704	2017	2017.2959											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	0.236406619385339	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20170518230000	http://www.dailyranger.com/./story.php?story_id=28032&headline=cwc-may-send-local-teachers-back-to-school-to-meet-new-hlc-credentialing-requirements
656953754	20170418	201704	2017	2017.2959											PRKGOV	NORTH KOREAN	PRK					GOV			1	151	151	15	4	-7.2	6	1	6	0	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20170518230000	http://www.cnn.com/2017/05/18/politics/uss-ronald-reagan-duel-carrier-training-korea/
656953755	20170418	201704	2017	2017.2959	AUS	AUSTRALIA	AUS																		1	073	073	07	2	7.4	2	1	2	-2.88065843621399	4	Suffolk Park, New South Wales, Australia	AS	AS02	4968	-28.6883	153.608	11430640	0								4	Byron Bay, New South Wales, Australia	AS	AS02	4968	-28.642	153.612	-1563414	20170518230000	https://www.ballinaadvocate.com.au/news/killer-flew-aussie-schoolgirl-ny-sex/3179683/
656953756	20170418	201704	2017	2017.2959	COP	POLICE						COP													0	010	010	01	1	0.0	10	1	10	0	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	0								4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	20170518230000	http://www.scoop.co.nz/stories/PO1705/S00250/pilot-union-to-push-caa-on-drone-regulation-and-education.htm
656953757	20170418	201704	2017	2017.2959	CVL	TOURIST						CVL			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	6	1	6	0	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	20170518230000	http://www.scoop.co.nz/stories/PO1705/S00250/pilot-union-to-push-caa-on-drone-regulation-and-education.htm
656953758	20170418	201704	2017	2017.2959	CVL	TOURIST						CVL			NZL	NEW ZEALAND	NZL								1	020	020	02	1	3.0	2	1	2	0	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	20170518230000	http://www.scoop.co.nz/stories/PO1705/S00250/pilot-union-to-push-caa-on-drone-regulation-and-education.htm
656953759	20170418	201704	2017	2017.2959	CVL	TOURIST						CVL			NZLGOV	NEW ZEALAND	NZL					GOV			1	020	020	02	1	3.0	2	1	2	0	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	4	Franz Josef Glacier, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	170.183	-1509737	20170518230000	http://www.scoop.co.nz/stories/PO1705/S00250/pilot-union-to-push-caa-on-drone-regulation-and-education.htm
656953760	20170418	201704	2017	2017.2959	JUD	APPEALS COURT						JUD													0	020	020	02	1	3.0	2	1	2	-6.31136044880785	3	Avoca, New York, United States	US	USNY	NY101	42.4095	-77.4214	942735	0								3	Avoca, New York, United States	US	USNY	NY101	42.4095	-77.4214	942735	20170518230000	http://timesleader.com/news/local/659083/avoca-environmental-contamination-suit-dropped-in-luzerne-county-court
656953761	20170418	201704	2017	2017.2959	JUD	APPEALS COURT						JUD													0	020	020	02	1	3.0	4	1	4	-6.31136044880785	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Avoca, New York, United States	US	USNY	NY101	42.4095	-77.4214	942735	20170518230000	http://timesleader.com/news/local/659083/avoca-environmental-contamination-suit-dropped-in-luzerne-county-court
