699394563	20161019	201610	2016	2016.7918											COP	POLICE						COP			1	040	040	04	1	1.0	10	1	10	-6.06060606060606	0								3	New Milford, New York, United States	US	USNY		41.2345	-74.4138	958437	3	New Milford, New York, United States	US	USNY		41.2345	-74.4138	958437	20171019230000	http://www.newmilfordspectrum.com/local/article/New-Milford-police-seize-100-baggies-of-heroin-12291912.php
699394564	20161019	201610	2016	2016.7918											MED	TELEVISION						MED			1	013	013	01	1	0.4	10	1	10	-0.48622366288493	0								4	Rocky Mountain, Western Australia, Australia	AS	AS08	40202	-16.2972	125.834	11367761	4	Rocky Mountain, Western Australia, Australia	AS	AS08	40202	-16.2972	125.834	11367761	20171019230000	http://www.timesbulletin.com/Content/Entertainment-News/Entertainment-News/Article/Family-of-late-Crocodile-Hunter-back-at-Animal-Planet/139/307/212321
699394565	20161019	201610	2016	2016.7918	BUS	BANK						BUS			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-2.17864923747277	3	Central Islip, New York, United States	US	USNY	NY103	40.7907	-73.2018	946246	3	Central Islip, New York, United States	US	USNY		40.7907	-73.2018	946246	3	Central Islip, New York, United States	US	USNY		40.7907	-73.2018	946246	20171019230000	http://newyork.cbslocal.com/2017/10/19/mother-accused-of-robbing-bank/
699394566	20161019	201610	2016	2016.7918	COP	POLICE						COP													1	040	040	04	1	1.0	10	1	10	-6.06060606060606	3	New Milford, New York, United States	US	USNY	NY071	41.2345	-74.4138	958437	0								3	New Milford, New York, United States	US	USNY		41.2345	-74.4138	958437	20171019230000	http://www.newmilfordspectrum.com/local/article/New-Milford-police-seize-100-baggies-of-heroin-12291912.php
699394567	20161019	201610	2016	2016.7918	GOV	MONARCH						GOV			THA	THAI	THA								1	036	036	03	1	4.0	10	1	10	-1.55195681511471	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171019230000	https://www.bangkokpost.com/opinion/opinion/1345578/thais-their-late-king-and-the-last-goodbye
699394568	20161019	201610	2016	2016.7918	MUS	MAURITIUS	MUS																		1	010	010	01	1	0.0	2	1	2	1.32743362831858	1	Mauritius	MP	MP		16	146	MP	0								4	Kacyiru, Kigali, Rwanda	RW	RW12	21996	-1.9342	30.0827	-2180544	20171019230000	http://www.newtimes.co.rw/section/read/222103/
699394569	20161019	201610	2016	2016.7918	MUS	MAURITIUS	MUS								RWA	RWANDA	RWA								1	010	010	01	1	0.0	2	1	2	1.32743362831858	1	Mauritius	MP	MP		16	146	MP	4	Kacyiru, Kigali, Rwanda	RW	RW12	21996	-1.9342	30.0827	-2180544	4	Kacyiru, Kigali, Rwanda	RW	RW12	21996	-1.9342	30.0827	-2180544	20171019230000	http://www.newtimes.co.rw/section/read/222103/
699394570	20161019	201610	2016	2016.7918	USA	UNITED STATES	USA																		1	013	013	01	1	0.4	4	1	4	2.17391304347826	3	Centerville High School, Iowa, United States	US	USIA	IA007	40.7292	-92.8763	1970228	0								3	Centerville High School, Iowa, United States	US	USIA		40.7292	-92.8763	1970228	20171019230000	http://www.dailyiowegian.com/news/local_news/stem-festival-focuses-on-fun-and-education/article_298cb5f5-b217-5d23-b016-d29b5f1130c2.html
699394571	20161019	201610	2016	2016.7918	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	2.17391304347826	3	Centerville High School, Iowa, United States	US	USIA	IA007	40.7292	-92.8763	1970228	0								3	Centerville High School, Iowa, United States	US	USIA		40.7292	-92.8763	1970228	20171019230000	http://www.dailyiowegian.com/news/local_news/stem-festival-focuses-on-fun-and-education/article_298cb5f5-b217-5d23-b016-d29b5f1130c2.html
699394572	20161019	201610	2016	2016.7918	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	-0.8139534883721	4	Blackrock, United Kingdom (general), United Kingdom	UK	UK00	40184	51.8	-3.15	-2590136	0								4	Blackrock, United Kingdom (general), United Kingdom	UK	UK00	40184	51.8	-3.15	-2590136	20171019230000	http://www.agrimoney.com/news/cocoa-futures-building-solid-base-of-support--11098.html
