531805929	20150419	201504	2015	2015.2986											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	1	1	1	-7.11743772241994	0								4	Maroochydore, Queensland, Australia	AS	AS04	154693	-26.6601	153.1	332822	4	Buderim, Queensland, Australia	AS	AS04	154693	-26.6844	153.057	-1562338	20160418230000	http://www.caboolturenews.com.au/news/court-story-check-with-reporter-before-changingfor/3000119/
531805930	20150419	201504	2015	2015.2986											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	-3.53319057815846	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	1	India	IN	IN		20	77	IN	20160418230000	http://www.newindianexpress.com/columns/Womens-Empathy-is-Not-a-Weakness-%E2%80%93-It-Beats-Macho-Posturing-at-Work/2016/04/19/article3387098.ece
531805931	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	ABUJA	NGA								0	017	017	01	1	0.0	6	1	6	3.30434782608696	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	China	CH	CH		35	105	CH	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805932	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								0	017	017	01	1	0.0	2	1	2	3.30434782608696	1	China	CH	CH		35	105	CH	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	China	CH	CH		35	105	CH	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805933	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								0	017	017	01	1	0.0	2	1	2	3.30434782608696	1	United Kingdom	UK	UK		54	-2	UK	1	China	CH	CH		35	105	CH	1	United Kingdom	UK	UK		54	-2	UK	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805934	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	ABUJA	NGA								0	046	046	04	1	7.0	6	1	6	3.30434782608696	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	China	CH	CH		35	105	CH	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805935	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								0	046	046	04	1	7.0	2	1	2	3.30434782608696	1	China	CH	CH		35	105	CH	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	China	CH	CH		35	105	CH	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805936	20150419	201504	2015	2015.2986	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								0	046	046	04	1	7.0	2	1	2	3.30434782608696	1	United Kingdom	UK	UK		54	-2	UK	1	China	CH	CH		35	105	CH	1	United Kingdom	UK	UK		54	-2	UK	20160418230000	http://www.peoplesdailyng.com/economic-experts-meet-in-abuja-to-jaw-jaw-on-china-africa-trade-investment/
531805937	20150419	201504	2015	2015.2986	AUS	SYDNEY	AUS																		0	020	020	02	1	3.0	2	1	2	3.70909090909091	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20160418230000	http://en.artmediaagency.com/118406/tefaf-a-substantial-edition-a-gloomy-context/
531805938	20150419	201504	2015	2015.2986	BUS	COMPANIES						BUS													1	040	040	04	1	1.0	10	1	10	-3.53319057815846	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	0								1	India	IN	IN		20	77	IN	20160418230000	http://www.newindianexpress.com/columns/Womens-Empathy-is-Not-a-Weakness-%E2%80%93-It-Beats-Macho-Posturing-at-Work/2016/04/19/article3387098.ece
531805939	20150419	201504	2015	2015.2986	BUS	COMPANIES						BUS			GBR	UNITED KINGDOM	GBR								1	186	186	18	4	-10.0	10	1	10	-3.53319057815846	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20160418230000	http://www.newindianexpress.com/columns/Womens-Empathy-is-Not-a-Weakness-%E2%80%93-It-Beats-Macho-Posturing-at-Work/2016/04/19/article3387098.ece
531805940	20150419	201504	2015	2015.2986	BUS	BUSINESS						BUS			LEG	CONGRESS						LEG			1	020	020	02	1	3.0	8	1	8	-2.35546038543897	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	DC001	38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	20160418230000	http://www.washingtonexaminer.com/business-groups-ask-congress-to-intervene-on-ozone-regs/article/2588855
531805941	20150419	201504	2015	2015.2986	CVL	COMMUNITY						CVL													1	040	040	04	1	1.0	3	1	3	0	1	Singapore	SN	SN		1.3667	103.8	SN	0								1	Singapore	SN	SN		1.3667	103.8	SN	20160418230000	https://variety.com/2016/music/news/john-singleton-mike-knobloch-added-to-ims-engage-speaker-lineup-1201755826/
531805942	20150419	201504	2015	2015.2986	GBR	BRITAIN	GBR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	5.96330275229358	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20160418230000	http://www.skynews.com.au/culture/showbiz/celebrity/2016/04/19/royals-set-to-host-the-obamas.html
531805943	20150419	201504	2015	2015.2986	GBR	BRITAIN	GBR								USAGOV	OBAMA	USA					GOV			1	043	043	04	1	2.8	8	1	8	5.96330275229358	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20160418230000	http://www.skynews.com.au/culture/showbiz/celebrity/2016/04/19/royals-set-to-host-the-obamas.html
531805944	20150419	201504	2015	2015.2986	GBRGOV	UNITED KINGDOM	GBR					GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	5.98802395209581	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20160418230000	http://royalcentral.co.uk/uk/cambridges/william-kate-harry-to-welcome-president-obama-and-the-first-lady-to-kensington-palace-59348
