570644314	20150819	201508	2015	2015.6274											MIL	ARMY						MIL			0	057	057	05	1	8.0	3	1	3	0.98335854765507	0								5	Kachin, Kachin State, Myanmar	BM	BM04	41790	26	97.5	-417566	5	Kachin, Kachin State, Myanmar	BM	BM04	41790	26	97.5	-417566	20160818230000	http://dailynht.com/story/17031
570644315	20150819	201508	2015	2015.6274											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	5.52763819095477	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Greenmarket, New York, United States	US	USNY	NY061	40.7367	-73.9906	2083059	20160818230000	http://www.thedailymeal.com/news/eat/ny-governor-launches-new-york-state-grown-certified-program/081816
570644316	20150819	201508	2015	2015.6274	AUS	AUSTRALIA	AUS								LEG	CHAMBER						LEG			1	043	043	04	1	2.8	2	1	2	-1.72839506172839	4	Thangool, Queensland, Australia	AS	AS04	154684	-24.4863	150.574	-1604245	4	Thangool, Queensland, Australia	AS	AS04	154684	-24.4863	150.574	-1604245	4	Thangool, Queensland, Australia	AS	AS04	154684	-24.4863	150.574	-1604245	20160818230000	http://www.centraltelegraph.com.au/news/village-festival-organiser-stunned-by-turnout/3079187/
570644317	20150819	201508	2015	2015.6274	AUS	AUSTRALIA	AUS								LEG	CHAMBER						LEG			1	043	043	04	1	2.8	4	2	4	-2.74178403755869	4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	20160818230000	http://www.cqnews.com.au/news/village-festival-organiser-stunned-by-turnout/3079187/
570644318	20150819	201508	2015	2015.6274	BRA	BRAZIL	BRA																		1	120	120	12	3	-4.0	5	1	5	-2.60162601626016	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20160818230000	http://www.cnbc.com/2016/08/18/reuters-america-update-2-new-zika-virus-cases-found-in-miami-beach-reports.html
570644319	20150819	201508	2015	2015.6274	BUS	BUSINESS						BUS			USA	DENVER	USA								1	013	013	01	1	0.4	1	1	1	2.42587601078167	3	Englewood, Colorado, United States	US	USCO	CO005	39.6478	-104.988	204715	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Englewood, Colorado, United States	US	USCO	CO005	39.6478	-104.988	204715	20160818230000	http://bizwest.com/boulder-based-special-aerospace-systems-opens-office-alabama/
570644320	20150819	201508	2015	2015.6274	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	013	013	01	1	0.4	4	1	4	2.42587601078167	3	Englewood, Colorado, United States	US	USCO	CO005	39.6478	-104.988	204715	3	Englewood, Colorado, United States	US	USCO	CO005	39.6478	-104.988	204715	3	Englewood, Colorado, United States	US	USCO	CO005	39.6478	-104.988	204715	20160818230000	http://bizwest.com/boulder-based-special-aerospace-systems-opens-office-alabama/
570644321	20150819	201508	2015	2015.6274	CHRCTH	CATHOLIC				CHR	CTH				PTY	POLITICIAN									0	043	043	04	1	2.8	5	1	5	-0.95238095238095	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20160818230000	http://mpbn.net/post/lepage-man-who-died-fighting-isis-received-welfare-benefits
570644322	20150819	201508	2015	2015.6274	COP	POLICE						COP													0	192	192	19	4	-9.5	5	1	5	-2.63367916999201	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20160818230000	http://www.pressherald.com/2016/08/18/homeless-inhabitants-of-portland-tent-city-told-its-time-to-decamp/
570644323	20150819	201508	2015	2015.6274	COP	POLICE						COP			CRM	GANG						CRM			1	186	186	18	4	-10.0	10	1	10	-9.55882352941176	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	4	Jalisco, Baja California, Mexico	MX	MX02	19586	32.5175	-115.235	-1661292	20160818230000	http://townhall.com/news/politics-elections/2016/08/18/mexico-police-arbitrarily-executed-22-people-in-raid-last-year-rights-body-n2207133
