618468823	20160119	201601	2016	2016.0521											BUS	HOLDING COMPANY						BUS			0	060	060	06	2	6.0	10	1	10	1.67427701674277	0								4	Marina East, Singapore (general), Singapore	SN	SN00	18585	1.27194	103.859	23161	4	Marina East, Singapore (general), Singapore	SN	SN00	18585	1.27194	103.859	23161	20170118230000	http://www.businesstimes.com.sg:80/government-economy/spore-boosts-water-security-with-5th-newater-plant
618468824	20160119	201601	2016	2016.0521	BHS	BAHAMA	BHS								USA	MIAMI	USA								1	043	043	04	1	2.8	8	1	8	-2.4234693877551	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20170118230000	http://miami.cbslocal.com/2017/01/18/couple-says-atlantis-paradise-resort-let-the-bedbugs-bite/
618468825	20160119	201601	2016	2016.0521	BUS	INVESTOR						BUS			MNCUSA	CHESAPEAKE ENERGY CORPORATION	USA					MNC			1	020	020	02	1	3.0	10	1	10	1.52801358234296	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20170118230000	http://thecelebritytruth.com/2017/01/notable-stock-analysts-ratings-chesapeake-energy/
618468826	20160119	201601	2016	2016.0521	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	4.3046357615894	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	20170118230000	http://www.chronicle.co.zw/zim-china-relations-productive/
618468827	20160119	201601	2016	2016.0521	EDU	COLLEGE						EDU			BUS	BUSINESS						BUS			1	020	020	02	1	3.0	2	1	2	1.64609053497942	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20170118230000	http://www.wtoc.com/story/34291707/will-2017-be-a-good-year-for-business-in-georgia
618468828	20160119	201601	2016	2016.0521	EDU	SCHOOL						EDU			RWA	RWANDA	RWA								0	042	042	04	1	1.9	10	1	10	3.95061728395062	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20170118230000	http://www.mysanantonio.com/local/article/Stanwich-s-Fashion-for-Change-to-raise-10866547.php
618468829	20160119	201601	2016	2016.0521	EDU	COLLEGE						EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	6	1	6	1.64609053497942	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20170118230000	http://www.wtoc.com/story/34291707/will-2017-be-a-good-year-for-business-in-georgia
618468830	20160119	201601	2016	2016.0521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-9.14454277286131	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20170118230000	http://www.bbc.co.uk/news/uk-england-cambridgeshire-38587916
618468831	20160119	201601	2016	2016.0521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-9.14454277286131	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	2	California, United States	US	USCA		36.17	-119.746	CA	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20170118230000	http://www.bbc.co.uk/news/uk-england-cambridgeshire-38587916
618468832	20160119	201601	2016	2016.0521	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	4.3046357615894	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	20170118230000	http://www.chronicle.co.zw/zim-china-relations-productive/
618468833	20160119	201601	2016	2016.0521	RWA	RWANDA	RWA								EDU	SCHOOL						EDU			0	043	043	04	1	2.8	10	1	10	3.95061728395062	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20170118230000	http://www.mysanantonio.com/local/article/Stanwich-s-Fashion-for-Change-to-raise-10866547.php
618468834	20160119	201601	2016	2016.0521	SYR	SYRIA	SYR								USA	THE US	USA								1	010	010	01	1	0.0	2	1	2	-2.90697674418604	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20170118230000	http://gantdaily.com/2017/01/18/gabbard-makes-unannounced-trip-to-syria/
618468835	20160119	201601	2016	2016.0521	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	3	1	3	-7.9800498753117	1	Dominican Republic	DR	DR		19	-70.6667	DR	0								1	Dominican Republic	DR	DR		19	-70.6667	DR	20170118230000	http://www.lightandchampion.com/news/article_2ecdfb36-ddc0-11e6-a0ef-e7baa5eeb6dc.html
618468836	20160119	201601	2016	2016.0521	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	4	1	4	-0.24813895781638	3	Beech Mountain, North Carolina, United States	US	USNC	NC011	36.211	-81.889	1699798	0								3	Beech Mountain, North Carolina, United States	US	USNC		36.211	-81.889	1699798	20170118230000	http://www.averyjournal.com/avery/beech-mountain-appoints-interim-town-manager-bans-tiny-houses/article_d3bd4067-c14e-510c-8712-25a57bc29d6c.html
618468837	20160119	201601	2016	2016.0521	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	8	1	4	-0.0865051903114202	3	Grand Forks, North Dakota, United States	US	USND	ND035	47.9253	-97.0329	1029197	0								3	Grand Forks, North Dakota, United States	US	USND		47.9253	-97.0329	1029197	20170118230000	http://www.grandforksherald.com/news/local/4201533-grand-forks-area-united-way-track-raise-more-1-million-fight-poverty
618468838	20160119	201601	2016	2016.0521	USA	UNITED STATES	USA																		0	125	125	12	3	-5.0	4	1	4	-0.24813895781638	3	Beech Mountain, North Carolina, United States	US	USNC	NC011	36.211	-81.889	1699798	0								3	Beech Mountain, North Carolina, United States	US	USNC		36.211	-81.889	1699798	20170118230000	http://www.averyjournal.com/avery/beech-mountain-appoints-interim-town-manager-bans-tiny-houses/article_d3bd4067-c14e-510c-8712-25a57bc29d6c.html
618468839	20160119	201601	2016	2016.0521	USA	UNITED STATES	USA																		1	193	193	19	4	-10.0	1	1	1	0.74074074074074	3	Rogersville, Alabama, United States	US	USAL	AL077	34.8256	-87.2947	153210	0								3	Rogersville, Alabama, United States	US	USAL	AL077	34.8256	-87.2947	153210	20170118230000	http://www.securityinfowatch.com/news/12296372/alabama-bill-would-allow-immunity-for-armed-church-guards
